name;brand;cuisine;website;lng;lat
Plan D - Dwich & Glace;;sandwich,ice_cream;https://www.daimant.co/plan-d.html;2.3632158;48.8732122
Osè ! Afro Streetfood;;african;https://www.oseafricancuisine.com/;2.3563465;48.8701365
N'Kebab;;;;5.0405738;47.3215353
L'Escale Pontoise;;burger,pizza;https://lescale-pontoise-restaurant-pont-de-cheruy.eatbu.com/;5.1736104;45.7504275
Chez Mémo;;turkish;;-0.567435;44.8360056
Events Café;;pasta,coffee_shop,sushi;;2.4161897;48.8520446
;;;;5.4000913;43.3355177
La Croissanterie;La Croissanterie;sandwich;;4.925464;45.7224423
Food Station;;;;2.2338442;48.9935376
KFC;KFC;chicken;;4.9464096;45.6857185
Chez So;;;;3.9333485;43.5287501
La Creperie;;sandwich;;3.9325556;43.527529
Le Comptoir de Pépette;;international;;3.9321085;43.5274498
Le Croustil;;american;;3.9397562;43.5307188
Line Up;;;;3.9317919;43.5280115
Miam-miam Glou-glou;;;;3.9324363;43.5278232
Miami Pizz'Salad'Bar;;;;3.9321821;43.5275133
New Kebab;;;;3.932051;43.5273998
au ch'ti panini;;american,ice_cream,sandwich;;3.9299953;43.5301323
;;;;4.0466877;50.0086904
Le Mille Pâtes;;;;4.0405128;50.0157941
Friterie;;;;4.0480103;50.0106307
Le P'tit Resto;;kebab;;4.0530543;50.0151429
American Pizza;;pizza;;4.0520058;50.0171955
Del Ponte Pizza;;pizza;http://www.pizzadelponte.com;3.1531729;46.9840429
Rapid'Istanbul;;kebab;;4.0469622;50.0165564
Chez Francis et Evelyne;;;;4.0481018;50.0163567
La Flèche du Monde;;kebab;;3.1510906;46.9878222
O'Pizza;;pizza;;3.1497419;46.9910675
Zilan;;kebab;;3.150726;46.9892834
Côté Terrasse;;sandwich;;-0.5785092;44.8246271
Friterie;;;;3.9024471;49.8329241
Taksim;;kebab;;3.9068108;49.8333584
;;;;3.9061378;49.8401085
Pizzas à Emporter;;pizza;;3.9074116;49.8343895
Burger King;Burger King;burger;;4.818975;45.7408335
Burger King;Burger King;burger;;6.145121;49.1926482
Burger King;Burger King;burger;;3.0888788;43.2147407
Burger King;Burger King;burger;;2.4703086;49.2440938
Burger King;Burger King;burger;https://www.burgerking.fr/restaurant/toulon-mayol;5.9390177;43.1208192
Burger King;Burger King;burger;;-1.5669984;48.8383059
Burger King;Burger King;burger;https://www.burgerking.fr/restaurant/nimes-cap-costieres;4.3645659;43.8123223
Burger King;Burger King;burger;;5.2220114;43.4414294
Burger King;Burger King;burger;;8.7995657;41.9560171
Burger King;Burger King;burger;;4.0610834;49.2173799
Pizz & Grill;;;;5.7253879;45.1740316
Fabbie Pizza;;pizza;;-3.3830077;48.7308248
Mister Pizza;;pizza;;7.1065045;43.7241257
Le Safari;;sandwich;;9.3473311;41.6997542
Pti Nuage;;vietnamese;;2.343994;48.8730299
Le Simplon;;kebab;;2.3430107;48.8717826
McDonald's;McDonald's;burger;;5.0132501;45.6978814
Splash food;;kebab;;2.2276439;48.8687765
L'Atelier Poké;;poke,hawaiian;;7.7469917;48.6037697
Rapido'S Food;;;;6.2215589;49.0944156
Snack;;chicken,pizza,sandwich;;-2.4668482;47.4711616
Surgères pizza;;pizza;;-0.7556474;46.1091986
Star Kebab;;;;-2.7563304;48.1782707
Friterie d'Angie;;;;-2.7578965;48.1763779
Traiteur asiatique;;asian;;2.1550246;48.8873825
Chicken Place;;kebab,chicken;;-1.6782578;48.1092527
NBK;;;;-1.6786433;48.1092385
King Kebab;;kebab,burger;;-1.6777002;48.108684
Roadside;;burger;https://roadside.fr/restaurant/rennes/;-1.677703;48.1087632
Pizza du relais;;pizza;;5.3733167;43.4134395
Tacos One;;tacos;;6.1857605;48.6840394
Class'croute;;;https://www.classcroute.com;4.0240849;48.3057549
Tacos chicken;;;;1.436552;43.6177449
Kebabacool;;kebab;;-3.7003451;48.0276336
Carthage;;kebab;;3.0833352;45.7796488
La Broche;;;;5.4032357;43.2696136
McDonald's;McDonald's;burger;;2.4425591;48.8612006
A La Turka;;greek;;-0.3541878;49.1756966
Pizza Ghiotto;;pizza;;6.1631309;47.6138675
Lou Roucas;;;;6.2228435;43.8474586
231 East Street;231 East Street;burger;;2.374476;48.8983072
La Mer Noire;;;;7.4798858;48.8730721
N.30 Cantine Urbaine;;;;-1.562086;43.4798074
McDonald's;McDonald's;burger;;5.206275;46.6466282
L'As de Pizz;;pizza;;1.5225375;44.0724327
Kebab Nègrepelisse;;;;1.5219298;44.0757379
Au bon Fish;;fish_and_chips;;3.4856211;43.2761918
McDonald's;McDonald's;burger;;1.6804641;48.9896718
Crepes-panini;;;;9.2287421;41.7950267
Le Petit Creux;;;;6.6965343;45.2013727
Pizza'Yolo;;pizza;;2.7878216;49.3560682
Paris Kebab;;kebab;;2.7859585;49.3545552
Fri Chicks;;;;4.3860156;45.4356644
Pizzas Alex;;italian;;2.3640258;48.6470414
Saray Kebab;;kebab;;2.4417141;48.8635502
La Maison du Phénix;;asian;;2.4415887;48.8631903
Kashmir;;indian;;2.4415333;48.8629535
Domino's;Domino's;pizza;;2.4440643;48.8626452
Wan Hao;;asian;;2.4429355;48.8638922
Horizontal Artisan Québabiste;;kebab;;2.4430244;48.863891
La Plagette;;;;3.5104303;43.2741334
Tacos 7.1 3;;;;4.3615504;46.6718328
Tacos deluxe;;;;4.3915647;46.6869762
La Kemia;;;;5.4685273;43.4539315
Casa di Gusto;;pizza;;2.2724264;48.9125213
Pizza House;;pizza;;2.2724305;48.9125689
M.Houmous;;;;6.1857992;48.6864568
Mon Poulet Grillé;;chicken;;2.414463;48.8915215
Sushi Shop;Sushi Shop;sushi;https://www.sushishop.fr/;-1.6788474;48.1108992
Planet Sushi;;sushi;;2.4155161;48.879676
Domino's;Domino's;pizza;;2.4187653;48.8804912
Chez Gino;;;;7.1255847;43.6042041
Chez kakou;;burger,sandwich,kebab,american;;-0.4645865;43.8890471
Pizza des Cordeliers;;pizza;;-0.8069247;43.8303774
Royal Sandwich;;;;5.0354841;47.3195991
Chicken Hub;;chicken;;2.4146869;48.8909657
Green Bear Coffee;;;https://www.greenbearcoffee.com/;5.3751796;43.2934386
L'Escale;;burger,kebab;;-0.8079794;43.8332728
;;;;3.6197537;47.1766683
Le Belge Sur Le Pouce;;;;5.3668219;43.3029568
S.B Artisans Burger;;burger,regional;https://www.sbburger.fr/;-1.3727529;43.6270772
Aux Saveurs d'Italie;;pizza;;0.998294;47.1287108
Au Petit Mousse;;;;1.6073204;50.8136169
Big Food Restaurant;;;;2.416736;48.8920749
Sandwicherie Le Mistral;;;;1.3802701;44.7356578
L'Ile Sandwich;;ice_cream,pizza,sandwich;;6.8647055;43.434381
Bagelstein;Bagelstein;bagel;;5.9206113;45.5660395
California Burger;;burger;;7.7458614;48.6027764
Ça Mange Pad'pain;;burger;;4.6449863;44.8963552
Bar Snack Grotte de Thais;;;;5.2462943;45.0600669
Il Était une Pizza;;pizza;;2.3127636;48.8404424
Max Burger;;burger;http://www.pagesjaunes.fr/pros/09480269;6.3679951;43.1372688
La Marmite;;french;;-1.5500688;43.4863864
Italian Food;;;;5.840586;43.8325157
Nino Di Bon;;pizza;https://www.leshameauxbio.fr/rest-o-bio-plats-du-jour/rest-o-bio-gu%C3%A9rande/;-2.4109403;47.3244413
Gyros Kebab;;;;-2.059094;48.5803606
Sandwicherie des Cordeliers;;burger;;-0.8072076;43.8304217
Eden Food Burger;;burger;;7.7371347;48.5840552
Eden Food Burger;;burger;;7.736607;48.5553114
Class'croute;Class'croute;sandwich,salad;https://www.classcroute.com;5.5901564;45.3195064
La Patza Pizza;;pizza;;2.2427607;48.8270233
Le Merluchon;;fish_and_chips;;-1.3294364;45.9156885
Midi Crock;;salad,sandwich;;-1.5464442;47.2128199
Ô´cheez;;;;2.4139797;48.8890645
;;burger;https://burger-s-agay.com/;6.8713939;43.4308607
Pizzeria la Dolce Vita;;pizza;https://www.ladolcevitapizza.fr/;0.5929028;43.4925777
La Régalière;;;https://www.laregaliere.fr/;5.8694354;45.2725631
Memphis Coffee;;american;https://memphis-coffee.com;4.1317968;48.294894
;;;;5.6909666;44.8781711
;;;;3.4997597;45.1027556
McDonald's;McDonald's;burger;;4.783555;44.514991
Le Vivier du Bistrot du Port;;;;-0.9456229;45.5548917
Mak Food;;kebab;https://www.facebook.com/MakFood/;1.4451567;43.6087827
À Croquer;;;;1.4998313;43.6338823
Chez Yoyo;;;;-1.854231;46.6072751
Pizza Auto;;;;4.1344224;44.2768526
BFC;;;;4.7526363;46.910279
Domino's;Domino's;pizza;;-1.6369337;47.0474092
KFC;KFC;chicken;;-0.5734617;44.8350716
Le Gyros;;burger,kebab,pizza,tacos;;-0.4906462;44.8623546
Thuy;;vietnamese;;2.3866103;48.8477642
Le Vintage;;pizza;;5.0761333;44.241847
Rock'N'Pizz';;;;5.0754195;44.2418559
L'instant Burger;;;;5.0759662;44.2412072
Le Wagon;;;;3.8703599;43.6263942
Pizza Nico;;pizza;;0.1598752;49.5023648
Adana;;kebab,turkish;;2.375884;48.8912833
Subway;Subway;sandwich;;4.0759792;48.2982281
Pizza Resto;;pizza,burger,kebab,salad;;0.1499541;49.5014899
BHK Troyes;;chicken;;4.0770964;48.2987123
Le Moulin de Pierre;;ice_cream,sandwich;;4.0731755;48.2958493
Le Moulin de Pierre;;ice_cream,sandwich;;4.0732264;48.2958747
La Frite à Titi;;friture,spécialités_belges;;3.5232533;43.2960456
Sushi Shop;Sushi Shop;sushi;https://www.sushishop.fr/fr/restaurant/troyes;4.0760999;48.2965341
La Boîte à Pizza;;pizza;;1.4654447;43.556307
Mythic Burger;;burger;;1.4654675;43.5562667
L'Oasis;;;;5.0742833;44.241847
Chez Sari;;kebab;;4.0743677;48.2967632
L'Atelier des Gourmandises;;;;4.0734251;48.296162
McDonald's;McDonald's;burger;;4.9133731;45.7627237
A L'Express;;;;2.1847703;48.9196016
Le Vieux-Four;;pizza;http://pizzalevieuxfour.com;3.4069523;43.4212891
;;sandwich,pancake,ice_cream;https://www.basedepop.fr/;-1.1846727;43.500418
Planet' Pizza;;pizza;http://www.planetpizzastroyes.com;4.0766975;48.2896787
Mc Kebab;;kebab;;1.2975018;43.7673927
Pho Viet Nam;;vietnamese;;6.1763956;49.117994
Tartines é nous;;tartines;https://tartines-e-nous.business.site/;4.8335388;45.7360861
Cream parfait;;regional;;7.750964;48.5803569
Domino's;Domino's;pizza;;2.8927718;42.7017152
Pronto Pizza;;pizza;;2.2426328;48.902611
Pizza Ottima's;;pizza;https://pizza-ottimas.fr/;2.2405497;48.9042285
Pasta Ciao;;pasta;;1.4419743;43.6027707
Victor by Milot;;;;0.0932384;49.4950108
Les Flots Bleus;;;;0.0931376;49.4952017
Pizza Sicilia;;pizza;;5.0759048;44.2407281
Quickly;;burger;;5.0753615;44.2405085
Royal Food;;;;2.2417196;48.9073269
Cappadoce;;turkish;;2.2437186;48.9071114
Domino's;Domino's;pizza;;2.2133091;48.9264913
Pizza Time;;pizza;;2.2082878;48.923749
City's;;;;2.2544861;48.715036
Rôtisserie des 4 Vallées;;;;1.0322573;42.9213803
;;;;2.4134756;48.9991834
;;;;2.4130367;48.999335
Domino's;Domino's;pizza;;1.6964149;46.812358
Woods Kebab;;;https://woodskebab.fr/;2.0325581;44.6076241
Les Délices de la Roque;;;;1.0704359;44.9885124
Panko;;japanese;;2.4343388;48.8447002
Espace Maroc;;moroccan;;3.3331378;49.3730903
Manhattan Pizza;;pizza;;3.3363834;49.370864
Pizza Marco;;pizza;;3.3331714;49.3730663
Diffa Pizza;;pizza;;2.2857903;48.9102994
La pause d'Auguste;;sandwich;https://fr-fr.facebook.com/lapausedauguste/;4.3561127;43.8386091
Class'croute;;sandwich;;2.7909819;48.8401218
Une faim de Loup;;burger,ice_cream,pizza,regional;;1.9175293;42.687036
euro kebab;;kebab;;1.1517015;49.0220383
Casa Gelfi;;italian;;2.2715357;48.9155372
KFC;KFC;chicken;;2.4490813;48.6101058
Colombe d'Asie;;chinese;;2.2733558;48.9135259
Lunch Time;;kebab;;2.3093818;48.9049965
Big Fernand;Big Fernand;burger;https://bigfernand.com/restaurants/restaurant-big-fernand-nimes/;4.356831;43.8368593
Palais Banh-Bao;;asian;;6.1744589;49.1187709
Pierozek;;polish;https://pierozek.eu/;6.1730933;49.1191476
Fish Bar;;seafood;;7.2771232;43.6963082
Au Labo;;sandwich;;6.1701698;49.1199334
Umut Kebab Tacos;;kebab;;6.1756183;49.118988
Cafétéria Cœur de Blé;;;;2.2187827;48.7108212
Cojean;Cojean;organic;;2.33791;48.8740712
La Pignatella;;pizza;;5.6834764;45.0867737
Régal Kebab;;kebab;;-1.5581778;47.2140431
Mister Döner;;kebab,burger,tacos;;-1.5577591;47.2137286
Délices d'Istanbul;;kebab;;-1.5580586;47.2139537
Au Kébab de Dilan;;kebab;;-1.5581166;47.2140004
Pizza Le Madrillet;;pizza;;1.0742732;49.3975679
Kebab de la Cité;;kebab;;1.0742202;49.3973268
Gomu;Gomu;burger;;-1.5580109;47.2139173
Sunny's Bagels;;bagel;;2.4402468;48.8480492
Tandoori Kebab;;kebab;;6.1772074;49.1108561
Burger Kebab;;burger,kebab;;6.1772099;49.1107699
L'Isle à pizza;;;;1.4282194;43.597212
Pizza Corsini;;;;1.9181998;42.4595696
Mozz'art;;pizza;;2.2834455;48.9077432
O'32;;;;2.373017;48.8286639
Au Petit Creux, spécialités turques;;kebab;;5.8386418;45.2008972
Domino's;Domino's;pizza;;2.3720555;48.8281749
Casa Bianca;;pizza;;5.8390319;45.2011389
Bonne Journée;;sandwich;;6.1771558;49.109695
pizza du camping;;pizza;;5.7701852;45.0868065
Pizzeria le Capricorne;;pizza;;-0.3716223;44.4584828
Snack de la Plage;;pizza;;-1.5089545;46.4025938
Cafétéria;;;;0.1846812;49.5267729
;;;;-1.5062964;46.4040291
Chez Ali Baba;;kebab;;2.6530055;48.8413967
Grill Istanbul;;kebab;;2.6503699;48.8364168
;;;;0.6481792;45.3608051
Good Time;;kebab;;2.3677812;48.8270857
Pizza Pit;;pizza;;2.1591364;44.0492345
face food;;;;2.6012899;46.3420577
CroostY Food;;kebab;;2.0777915;48.7679215
Comme à Athènes;;greek;;2.3544349;48.8454705
Filakia - Petit Café d'Athènes;;greek;;2.3456746;48.8656286
;;pizza;;6.0551713;44.5393491
Crêperie bobo;;;;2.3512194;48.8599258
McDonald's;McDonald's;burger;https://www.restaurants.mcdonalds.fr/mcdonalds-nantes-carre-feydeau;-1.5521047;47.214223
Pasta Paradiso;;;;5.1800211;44.1254856
Subway;Subway;sandwich;https://restaurants.subway.com/fr/france/puilboreau/zac-de-beaulieu;-1.1095804;46.1762972
Maï Pizza;;pizza;https://mai-pizza.e-monsite.com/;7.143344;43.7480359
Urban Kebab;;;;0.7230539;47.3923262
Grill Marmaris;;kebab,turkish;;2.3064053;48.8995924
Lunch Time;;sandwich,italian_pizza;;2.3029535;48.9022293
La Baraka;;kebab,burger,pizza;;1.8484319;48.9767005
Point cho;;;;7.0731496;43.568345
Pizza Cho';;pizza;;7.0733266;43.568415
Pacha Kebab;;;;7.0737933;43.568277
Au p'tit Gigi;;;;7.0821668;43.5679726
Open Space;;pizza,tacos,chicken,bread,cake,viennoiserie;;4.8687171;45.7577989
A.Ma-Zone;;;;5.5974313;43.2012881
Subway;Subway;sandwich;;-2.7400391;48.5033457
Kebab House;;kebab;;7.7549524;48.5807334
La Toque Cuivrée;;regional;;-1.1473923;44.6525096
Couleur Sushi;;japanese;;-1.1475533;44.6522793
Pizza Iella;;pizza;;4.3531575;45.469369
Domino's;Domino's;pizza;;3.08609;50.3722758
Tradition de Saigon;;chinese,vietnamese;;2.3631934;48.7940922
Allô Sarina;;;https://www.facebook.com/Allosarina/;2.3726233;48.8918687
Buvette;;;;2.3142947;48.9491661
Vague Coffee;;;;2.3176566;48.8863615
Traiteur;;;;-2.471223;47.4005799
Chez les Deux Frères;;;;2.4187025;48.8677976
Restaurant du Campus;;kebab;;2.3671634;48.8270044
Le Traiteur d'Asie;;chinese,japanese;;2.3674196;48.8270419
KFC;KFC;chicken;https://www.kfc.fr/nos-restaurants/kfc-cannes-la-bocca;6.9556198;43.5511298
KFC;KFC;chicken;;7.7439492;48.5846906
N'10 Kebab;;kebab;;1.9211103;48.746962
La Casa;;;;2.315762;48.9005069
Domino's;;pizza;;-1.0291509;45.635252
New Cappadoce;;kebab;;7.0279986;49.1576932
Class'croute;Class'croute;sandwich,salad;https://www.classcroute.com;6.1827445;49.1143367
KFC;KFC;chicken;;5.3792358;43.2911959
La Cantinette;;;;-1.6267776;48.0852393
Ceyrest'O'Snack;;burger,sandwich,kebab;;5.6320055;43.2135791
Spok;;burger,noodles,pasta,sandwich,international,hot_dog,coffee_shop;https://spok.fr/;5.6004876;43.2070735
Pizza King;Pizza King;pizza;;2.4148775;48.8763045
;;;;1.0966349;47.4620376
;;ice_cream;;1.3655959;44.01363
Le Cabarotier;;sandwich,tapas;;-1.8600909;47.1858105
Café Expo;;;;2.3412031;48.9562308
Cafétéria Galilée;;sandwich;;2.3398424;48.9577457
Tacos Food;;mexican;;1.0700169;47.7937478
Rôtisserie;;rotisserie;;-0.6997289;47.8289053
;;pizza;;4.6993304;44.0540708
KFC;KFC;chicken;;1.5140132;48.4278293
Eat & Drink;;;;4.8343421;45.0672684
Chouquette;;;;2.3545676;48.8306772
Yabio Hôtel de Ville;Yabio;burger;http://yabio.fr;4.8369162;45.7663351
Québec Burger;;burger,panini;http://quebecburger-cluny.fr/restaurant.html;4.6595584;46.4328875
Bënnie;;burger;http://www.burgerandwells.com;4.8363888;45.7660225
Yogurt Breizh;;ice_cream;;-3.0757184;47.5712891
Will's Kebab;;kebab;;-3.6030893;48.1409234
Au cornet de frites;;burger,sandwich,kebab,friture;https://m.facebook.com/aucornet.defrites/;3.070692;50.3715292
Le Cent61;;sandwich;;1.4335891;44.4437479
Florent Maison du Panini;;;;-0.7620865;47.3516291
Café BB;;;;-0.5865436;44.8354961
Pizzeria Larini;;pizza;;5.9618946;48.693678
Pizz'Délice;;pizza;;4.8184239;45.7559784
dolomites pizza;;pizza;;-0.5698353;44.853301
Al Charq / pâtisserie;;lebanese;;7.0300012;43.5491733
Crêpe Show;;crepe;https://www.facebook.com/crepeshowLL/;2.4149916;48.8762393
Bagelstein;Bagelstein;bagel;;2.2978962;48.8696607
La Pizzaïolette;;pizza;https://www.facebook.com/lapizzaiolettevieuxboucau/;-1.4004688;43.786106
Rapido Pizza;;;;2.2499151;48.7687267
L’européen;;pizza,kebab;;5.3716196;43.3089838
Royal Grill;;;;5.3736638;43.306579
chickenville;;;;5.3735035;43.3069498
Pronto Pizza;Pronto Pizza;pizza;https://www.prontopizzaboulogne.fr;1.617379;50.7274037
Le Gourmet Efes;;kebab;;6.9979738;47.7746024
Chez Adem et Mussa;;kebab;;4.7199641;45.9848787
;;;;-1.2011696;44.5982019
Friterie chez Alex;;friture;;2.5172244;51.0700937
Suppli Factory;Suppli Factory;italian;;-1.5531034;47.2167654
La bonheur;;sandwich;;-0.1550051;44.8939888
Karrément Burger;;;;6.1788138;48.6927515
My wok;;;;5.0292972;47.3238572
Tacos House;;tacos;;5.0293075;47.3239822
Chez Ton Ton;;kebab;;3.3480588;47.8740604
La Petite Pause;;sandwich;;7.7433719;48.5823471
La Turquoise;;kebab;;1.6143533;50.7197857
Le Spécial;;;;2.327566;48.9584588
Le Carbet;;;;5.4307319;46.1303238
Antalya;;kebab;;2.3570699;48.8789428
Subway;Subway;sandwich;;1.4534632;43.6405497
Quick;Quick;burger;;5.7215247;45.1596689
La Ria;;burger,american,sandwich,friture;;-4.7736414;48.3596339
L'art du Sandwich;;;;2.3726928;48.8286043
Class'croute;Class'croute;sandwich,salad;https://www.classcroute.com;6.2236402;49.0998875
Rasen Burger;;;;1.4140972;43.5810893
Parma Pizza;;pizza;;6.6456559;43.4999727
Chicken City;;chicken;;2.6598643;48.5403021
Taco Memo;;mexican;;3.0535541;50.6289209
Pizza 21;;kebab;;5.0134745;47.3096376
Original Grill Poulet;;fast_food;;2.3068199;48.8163049
Ali Kebab;;kebab,pizza,tacos;https://alikebab.fr;1.4776491;43.5472932
Restaurant-Snack Anatolie;;;;5.3848195;43.299201
Chicken;;;;5.3824801;43.2992994
Flach Burger;;burger;;5.3821375;43.2993304
;;;;5.3820448;43.2993382
Petit Luchon;;;;5.3813981;43.2993701
Le Stromboli;;;;2.0003735;43.4558724
Snack Efes;;kebab;;6.4498158;48.1732921
Crêperie;;french;;4.5542819;47.2621314
La Croissanterie;La Croissanterie;sandwich;;2.2212384;48.9193861
Gyros;;;;1.4043998;43.5842197
Coco Kebab;;kebab;;6.1692911;49.1204741
Croq'o'Pizza;;pizza;;6.1693554;49.1204262
Restaurant le Shalimar;;indian;;6.1694909;49.1205105
Smash you Burgers;;burger;;5.7315885;45.1931382
Big Burritos;;;;5.7314077;45.1932445
La Casa di Jo;;pizza;;6.1531484;49.1398644
Sushi Shop;Sushi Shop;sushi;;3.0832052;45.7771083
Class'croute;Class'croute;sandwich,salad;;2.3345693;48.8401326
K'pizz;;pizza;;-0.9654954;45.9350252
Bar à Pâtes;;italian;;3.9053487;43.6134344
Subway;Subway;sandwich;;3.8710938;43.6306913
Banh MiaM;;sandwich,vietnamese;http://banhmiam.com/;-0.5666654;44.8350892
La maison syrienne;;mediterranean;;5.7314889;45.19333
Sandwiches;;sandwich;;2.3409448;48.956363
Wizz'Up;;tacos,kebab,salad,sandwich;https://wizzup.fr;1.4595027;43.5660403
Le Crous Truck;;;;1.4679029;43.5642936
JC Pizza;;pizza;https://sites.google.com/site/pizzasdignelesbains;6.2266905;44.0893507
Medusa;;burger;;2.317946;48.8908694
Anadolu Kebab;;kebab;;4.2342933;45.2430534
Chez Bubu;;kebab;;4.2353237;45.2425384
Restaurant Hevi;;turkish;;2.3579857;48.8318185
Mondial Sandwich;;;;2.3624138;48.8333023
RL O Royal;;pizza;;2.359846;48.8324345
Apna Punjab;;indian;;2.3609939;48.8328225
;;kebab;;1.5034799;45.1605081
Maki Sushi Tokyo;;japanese,sushi;http://makisushitokyo.fr/;2.371519;48.8278813
Pasta Subito;;noodle;;2.3723527;48.8280524
Le petit Sfax;;crepe;;2.3714672;48.82786
Resto Royal;;burger,kebab;;2.3383495;48.8370405
Sogood Euratechnologies;;burger;https://www.sogood.fr/;3.0213502;50.6342062
McDonald's;McDonald's;burger;;4.0706732;46.0357935
Greenbae Box;;crepe,falafel;;4.3882582;45.4359006
Pamukkale;;;;4.9489894;48.4974206
Ali Baba;;kebab;;1.4298248;43.6666969
Pizza Passion;;pizza;;1.4308531;43.6629688
Sandwicherie - Café;;sandwich;;1.4301651;43.665065
Tutti Pizza;;pizza;https://pizzerias.tutti-pizza.com/24-tutti-pizza-minimes;1.4365582;43.6188211
Europe Döner;;kebab;;7.526466;47.561813
La Mie Marie;;;;4.947185;48.4975172
Pizza And Co;;pizza;https://pizzaandco.fr/;2.9238378;47.409346
Efes;;kebab,tacos,burger;;2.924109;47.4094858
Pret A Manger;Pret A Manger;sandwich;;2.3032108;48.8684653
Così;Così;sandwich;https://www.facebook.com/Cosi-126474794072452/;2.3368535;48.8541738
Cool Cats;;sandwich;http://www.coolcatscatering.com;6.8703587;45.9242873
;;;;3.9649214;49.4346945
Piz'a Nostra;;pizza;;2.2302906;48.9130617
Traiteur chinois Boubou;;;;2.3686583;48.8274124
Olympiades Traiteur;;sandwich,vietnamese;;2.3667463;48.8267502
snack au petit crux;;snack;;5.7541893;43.7606093
Cora Cafétéria;;french,pizza;;2.9450099;50.4461921
Ali Baba;;kebab;;3.0548049;50.6323706
TIGO;;kebab,burger,sandwich;;3.0494793;50.6316344
O'27;;burger,tacos,kebab;;3.0551455;50.6328985
Lezzet;;kebab;https://lezz-et.net/;3.0551005;50.6325841
Bosphore Kebab;;kebab;;3.05508;50.6324329
Jojo;;pizza;https://jojo-pizza.fr/;4.8581561;45.7699063
Domino's;Domino's;pizza;https://www.dominos.fr/magasin/mordelles_35310;-1.8499541;48.0721208
Istanbul Grillade;;kebab;;1.31091;43.6156
Brandolini;;;;-0.5521201;47.4730244
O'Grillades;;;;2.3741675;48.8259666
Iskender Kebab;;kebab;;7.2609096;43.6959338
Pizzas Pat;;pizza;https://www.pizzas-pat.fr/;-1.3048372;43.383657
La Pause Gauloise;;;;4.8168557;48.5335609
Rest Ô Der;;;;4.7738664;48.4734565
Au Feu d'Autre Bois;;pizza;;2.2602768;48.8175317
La Sandwicherie du XVe;;;;2.298792;48.8494467
Beti Prest;;sandwich,burger;;-1.3052006;43.3830377
Döner Kebab;;kebab;;-0.3311258;47.8393629
Le Régal;;burger,pizza;https://www.resto-leregal.fr/;-0.3278342;47.8387221
Burgers and bagels;;burger;https://burgersandbagels.fr/;4.8487518;45.7637301
Point chaud La Fontaine;;kebab;;3.1141843;45.7915228
Pizza N' Co;;pizza;https://www.pizza-n-co.fr/;-0.3277806;47.8405574
;;;;2.1321436;48.8413906
Pause gourmande;;;;4.8621101;45.7592703
Edessa Kebab;;kebab;;-0.3367917;47.8398187
Aux trois bonheurs;;asian;;2.4264021;48.8486632
Exki;Exki;;;2.3600642;48.7307188
Pizza Maestro;;pizza;;3.0955539;45.7749654
Starting Coffe;;;;4.8320628;45.7735508
Pizza Docé;;;;4.9521702;44.1623277
Sandwicherie;;;;4.8353924;45.7492807
Friterie les P'tits Loups;;sandwich,friture;;2.9550425;50.5973499
Le Foodies;;;;6.1854148;48.6895645
Home Made Burger;;burger;https://www.hmburger.fr/;6.1790662;48.6846441
KFC;KFC;chicken;;2.3573705;48.8764835
McDonald's;McDonald's;burger;;-4.347726;48.088817
;;;;-2.2360452;47.2580735
La Tour de Pize;;;;5.4545294;47.0673541
O'Tacos;O'Tacos;french_tacos;;2.0396927;48.9310432
Tacos & co;;kebab;;4.8905053;44.9302728
Pizzeria Low Cost;;pizza;;5.3831883;43.3074122
;;kebab,pizza;;5.3833163;43.3063849
SpeedBurger.com;;burger;;-2.2117146;47.2787362
Pizz'burg;;pizza,burger;;-1.3415376;46.9606809
Mandela Café;;;;5.7102365;45.1958769
Chef;;kebab;;3.0540255;50.6315015
McDonald's;McDonald's;burger;;2.4023945;48.8917607
Verdure;;salad;;6.1817369;48.6900622
Gaspard le Montagnard;;sandwich;https://www.gaspardlemontagnard.fr/;6.1792171;48.6970629
Tacos n' Co;;mexican;;6.2120048;48.7016691
Buffet Dost;;kebab;;2.405805;48.8525414
AS Kebap;;kebab;;2.3948526;48.6474308
Subway;Subway;sandwich;https://restaurants.subway.com/france/nice/8-boulevard-gambetta;7.2564312;43.6956935
Chef Ali;;syrian;;7.7474728;48.5802422
Binks;;burger;;2.3766714;48.8654005
Kebab Lolav;;;;2.802593;50.5327634
McDonald's;McDonald's;burger;;2.7944194;50.5214147
Happy Feel;;;https://www.happy-feel-lyon.fr;4.8619688;45.7684996
Sablé Cannelle;;kebab;;-0.3276685;47.8386535
Le Petit Traiteur Pékinois;;asian;;2.4029104;48.836651
Xin Mao;;chinese;;2.3966799;48.8380602
O'Bon Traiteur;;lebanese;;2.4009129;48.8373842
Pat à Pain;;sandwich;;3.1714234;46.9883262
Pizza City;;;;2.7952137;50.5200396
pasta gheti;;;;2.8033313;50.531361
Allo Kebab;;kebab;;6.0158212;46.5369689
Da Gilou;;pizza_socca;;7.2018542;43.6894751
Snack VIP;;arabic;;3.8949879;43.599196
Big Fernand;Big Fernand;burger;https://bigfernand.com/restaurants/paris-montparnasse/;2.3265249;48.8428137
Waffle Factory;;;;2.4269234;48.6282604
L'Anatolie;;kebab;;4.7329984;46.1118823
Pizz'à Vito;;pizza;;4.7324085;46.1122418
Fac Food;;kebab;;-0.617027;44.8017372
